Facility,Destination City,Supplier,Base + FSC
"New Orleans, LA","METAIRIE, LA",TCW,407.925
"New Orleans, LA","METAIRIE, LA",SCHNEIDER,414.4
"New Orleans, LA","METAIRIE, LA",SUNTECK TRANSPORT,418.285
"New Orleans, LA","METAIRIE, LA",ITS LOGISTICS,488.215
"New Orleans, LA","BATON ROUGE, LA",CONTAINERPORT GROUP,462.315
"New Orleans, LA","BATON ROUGE, LA",MEDLOG,479.15
"New Orleans, LA","BATON ROUGE, LA",SCHNEIDER,628.075
"New Orleans, LA","BATON ROUGE, LA",SUNTECK TRANSPORT,652.68
"New Orleans, LA","BATON ROUGE, LA",TCW,657.86
"New Orleans, LA","BATON ROUGE, LA",TFORCE WORLDWIDE,660.45
"New Orleans, LA","BATON ROUGE, LA",CARGOMATIC,673.4
"New Orleans, LA","BATON ROUGE, LA",SOUTHERN INTERMODAL XPRESS LLC,712.25
"New Orleans, LA","BATON ROUGE, LA",EASTERN DRAYAGE,723.905
"New Orleans, LA","BATON ROUGE, LA",ITS LOGISTICS,787.36
"New Orleans, LA","NEW ORLEANS, LA",CONTAINERPORT GROUP,235.69
"New Orleans, LA","NEW ORLEANS, LA",TFORCE WORLDWIDE,287.49
"New Orleans, LA","NEW ORLEANS, LA",CARGOMATIC,297.85
"New Orleans, LA","NEW ORLEANS, LA",MEDLOG,310.8
"New Orleans, LA","NEW ORLEANS, LA",EASTERN DRAYAGE,345.765
"New Orleans, LA","NEW ORLEANS, LA",SOUTHERN INTERMODAL XPRESS LLC,388.5
"New Orleans, LA","NEW ORLEANS, LA",TCW,407.925
"New Orleans, LA","NEW ORLEANS, LA",SCHNEIDER,414.4
"New Orleans, LA","NEW ORLEANS, LA",SUNTECK TRANSPORT,418.285
"New Orleans, LA","NEW ORLEANS, LA",ITS LOGISTICS,476.56
"New Orleans, LA","GRAY, LA",CONTAINERPORT GROUP,406.63
"New Orleans, LA","GRAY, LA",MEDLOG,433.825
"New Orleans, LA","GRAY, LA",SCHNEIDER,582.75
"New Orleans, LA","GRAY, LA",TCW,584.045
"New Orleans, LA","GRAY, LA",SUNTECK TRANSPORT,585.34
"New Orleans, LA","GRAY, LA",TFORCE WORLDWIDE,585.34
"New Orleans, LA","GRAY, LA",EASTERN DRAYAGE,611.24
"New Orleans, LA","GRAY, LA",SOUTHERN INTERMODAL XPRESS LLC,647.5
"New Orleans, LA","GRAY, LA",CARGOMATIC,673.4
"New Orleans, LA","GRAY, LA",ITS LOGISTICS,789.95
"MOBILE, AL","JACKSON, MS",NFI INDUSTRIES,778.295
"MOBILE, AL","JACKSON, MS",CONTAINERPORT GROUP,779.59
"MOBILE, AL","JACKSON, MS",MAERSK HUDD TRANSPORTATION,787.36
"MOBILE, AL","JACKSON, MS",GULF WINDS,802.9
"MOBILE, AL","JACKSON, MS",Easy Haul Intermodal--Mobile,880.0617656
"MOBILE, AL","JACKSON, MS",MEDLOG,893.55
"MOBILE, AL","JACKSON, MS",AVENUE LOGISTICS,906.5
"MOBILE, AL","JACKSON, MS",SOUTHERN INTERMODAL XPRESS LLC,906.5
"MOBILE, AL","JACKSON, MS",TCW,918.155
"MOBILE, AL","DOTHAN, AL",GULF WINDS,802.9
"MOBILE, AL","DOTHAN, AL",NFI INDUSTRIES,809.375
"MOBILE, AL","DOTHAN, AL",MAERSK HUDD TRANSPORTATION,828.8
"MOBILE, AL","DOTHAN, AL",CONTAINERPORT GROUP,865.06
"MOBILE, AL","DOTHAN, AL",AVENUE LOGISTICS,867.65
"MOBILE, AL","DOTHAN, AL",Easy Haul Intermodal--Mobile,879.5693963
"MOBILE, AL","DOTHAN, AL",MEDLOG,906.5
"MOBILE, AL","DOTHAN, AL",SOUTHERN INTERMODAL XPRESS LLC,906.5
"MOBILE, AL","DOTHAN, AL",TCW,981.61
"MOBILE, AL","PENSACOLA,FL.",MAERSK HUDD TRANSPORTATION,310.8
"MOBILE, AL","PENSACOLA,FL.",CONTAINERPORT GROUP,375.55
"MOBILE, AL","PENSACOLA,FL.",MEDLOG,388.5
"MOBILE, AL","PENSACOLA,FL.",NFI INDUSTRIES,420.875
"MOBILE, AL","PENSACOLA,FL.",Easy Haul Intermodal--Mobile,425.4075
"MOBILE, AL","PENSACOLA,FL.",GULF WINDS,427.35
"MOBILE, AL","PENSACOLA,FL.",AVENUE LOGISTICS,466.2
"MOBILE, AL","PENSACOLA,FL.",TCW,493.395
"MOBILE, AL","PENSACOLA,FL.",SOUTHERN INTERMODAL XPRESS LLC,770.525
"MOBILE, AL","LAUREL,MS",MAERSK HUDD TRANSPORTATION,473.97
"MOBILE, AL","LAUREL,MS",MEDLOG,485.625
"MOBILE, AL","LAUREL,MS",CONTAINERPORT GROUP,520.59
"MOBILE, AL","LAUREL,MS",GULF WINDS,530.95
"MOBILE, AL","LAUREL,MS",NFI INDUSTRIES,543.9
"MOBILE, AL","LAUREL,MS",AVENUE LOGISTICS,602.175
"MOBILE, AL","LAUREL,MS",Easy Haul Intermodal--Mobile,689.9085525
"MOBILE, AL","LAUREL,MS",TCW,692.825
"MOBILE, AL","LAUREL,MS",SOUTHERN INTERMODAL XPRESS LLC,802.9
"MOBILE, AL","MOBILE, AL",MAERSK HUDD TRANSPORTATION,203.315
"MOBILE, AL","MOBILE, AL",CONTAINERPORT GROUP,225.33
"MOBILE, AL","MOBILE, AL",MEDLOG,271.95
"MOBILE, AL","MOBILE, AL",GULF WINDS,278.425
"MOBILE, AL","MOBILE, AL",AVENUE LOGISTICS,297.85
"MOBILE, AL","MOBILE, AL",NFI INDUSTRIES,323.75
"MOBILE, AL","MOBILE, AL",Easy Haul Intermodal--Mobile,330.8725
"MOBILE, AL","MOBILE, AL",SOUTHERN INTERMODAL XPRESS LLC,369.075
"MOBILE, AL","MOBILE, AL",TCW,382.025
"MOBILE, AL","MONTGOMERY,AL.,USA",CONTAINERPORT GROUP,695.415
"MOBILE, AL","MONTGOMERY,AL.,USA",MAERSK HUDD TRANSPORTATION,707.07
"MOBILE, AL","MONTGOMERY,AL.,USA",GULF WINDS,731.675
"MOBILE, AL","MONTGOMERY,AL.,USA",MEDLOG,731.675
"MOBILE, AL","MONTGOMERY,AL.,USA",NFI INDUSTRIES,751.1
"MOBILE, AL","MONTGOMERY,AL.,USA",SOUTHERN INTERMODAL XPRESS LLC,770.525
"MOBILE, AL","MONTGOMERY,AL.,USA",Easy Haul Intermodal--Mobile,801.4795469
"MOBILE, AL","MONTGOMERY,AL.,USA",AVENUE LOGISTICS,802.9
"MOBILE, AL","MONTGOMERY,AL.,USA",TCW,870.24
"MOBILE, AL","FOLEY, AL, USA",MAERSK HUDD TRANSPORTATION,287.49
"MOBILE, AL","FOLEY, AL, USA",MEDLOG,323.75
"MOBILE, AL","FOLEY, AL, USA",CONTAINERPORT GROUP,327.635
"MOBILE, AL","FOLEY, AL, USA",GULF WINDS,336.7
"MOBILE, AL","FOLEY, AL, USA",AVENUE LOGISTICS,356.125
"MOBILE, AL","FOLEY, AL, USA",NFI INDUSTRIES,388.5
"MOBILE, AL","FOLEY, AL, USA",Easy Haul Intermodal--Mobile,401.77375
"MOBILE, AL","FOLEY, AL, USA",SOUTHERN INTERMODAL XPRESS LLC,550.375
"MOBILE, AL","FOLEY, AL, USA",TCW,650.09
"MOBILE, AL","BIRMINGHAM, AL",GULF WINDS,1003.625
"MOBILE, AL","BIRMINGHAM, AL",Easy Haul Intermodal--Mobile,1012.115344
"MOBILE, AL","BIRMINGHAM, AL",MAERSK HUDD TRANSPORTATION,1039.885
"MOBILE, AL","BIRMINGHAM, AL",NFI INDUSTRIES,1081.325
"MOBILE, AL","BIRMINGHAM, AL",CONTAINERPORT GROUP,1149.96
"MOBILE, AL","BIRMINGHAM, AL",SOUTHERN INTERMODAL XPRESS LLC,1159.025
"MOBILE, AL","BIRMINGHAM, AL",AVENUE LOGISTICS,1165.5
"MOBILE, AL","BIRMINGHAM, AL",TCW,1179.745
"MOBILE, AL","BIRMINGHAM, AL",MEDLOG,1217.3
"MOBILE, AL","DECATUR, AL",Easy Haul Intermodal--Mobile,1198.034178
"MOBILE, AL","DECATUR, AL",MAERSK HUDD TRANSPORTATION,1349.39
"MOBILE, AL","DECATUR, AL",GULF WINDS,1437.45
"MOBILE, AL","DECATUR, AL",CONTAINERPORT GROUP,1449.105
"MOBILE, AL","DECATUR, AL",NFI INDUSTRIES,1456.875
"MOBILE, AL","DECATUR, AL",AVENUE LOGISTICS,1489.25
"MOBILE, AL","DECATUR, AL",TCW,1497.02
"MOBILE, AL","DECATUR, AL",MEDLOG,1728.825
"MOBILE, AL","GREENWOOD, MS",GULF WINDS,1055.425
"MOBILE, AL","GREENWOOD, MS",Easy Haul Intermodal--Mobile,1108.422875
"MOBILE, AL","GREENWOOD, MS",MAERSK HUDD TRANSPORTATION,1133.125
"MOBILE, AL","GREENWOOD, MS",SOUTHERN INTERMODAL XPRESS LLC,1146.075
"MOBILE, AL","GREENWOOD, MS",NFI INDUSTRIES,1210.825
"MOBILE, AL","GREENWOOD, MS",CONTAINERPORT GROUP,1240.61
"MOBILE, AL","GREENWOOD, MS",AVENUE LOGISTICS,1271.69
"MOBILE, AL","GREENWOOD, MS",TCW,1292.41
"MOBILE, AL","GREENWOOD, MS",MEDLOG,1424.5
"MOBILE, AL","HATTIESBURG, MS",MAERSK HUDD TRANSPORTATION,448.07
"MOBILE, AL","HATTIESBURG, MS",MEDLOG,453.25
"MOBILE, AL","HATTIESBURG, MS",GULF WINDS,485.625
"MOBILE, AL","HATTIESBURG, MS",NFI INDUSTRIES,485.625
"MOBILE, AL","HATTIESBURG, MS",CONTAINERPORT GROUP,489.51
"MOBILE, AL","HATTIESBURG, MS",TCW,625.485
"MOBILE, AL","HATTIESBURG, MS",Easy Haul Intermodal--Mobile,664.0099006
"MOBILE, AL","HATTIESBURG, MS",SOUTHERN INTERMODAL XPRESS LLC,692.825
"MOBILE, AL","LOXLEY, AL",MAERSK HUDD TRANSPORTATION,251.23
"MOBILE, AL","LOXLEY, AL",GULF WINDS,284.9
"MOBILE, AL","LOXLEY, AL",CONTAINERPORT GROUP,287.49
"MOBILE, AL","LOXLEY, AL",MEDLOG,291.375
"MOBILE, AL","LOXLEY, AL",AVENUE LOGISTICS,336.7
"MOBILE, AL","LOXLEY, AL",Easy Haul Intermodal--Mobile,354.50625
"MOBILE, AL","LOXLEY, AL",NFI INDUSTRIES,356.125
"MOBILE, AL","LOXLEY, AL",TCW,427.35
"MOBILE, AL","LOXLEY, AL",SOUTHERN INTERMODAL XPRESS LLC,466.2
"MOBILE, AL","CALHOUN CITY, MS",Easy Haul Intermodal--Mobile,1095.424313
"MOBILE, AL","CALHOUN CITY, MS",MAERSK HUDD TRANSPORTATION,1121.47
"MOBILE, AL","CALHOUN CITY, MS",SOUTHERN INTERMODAL XPRESS LLC,1159.025
"MOBILE, AL","CALHOUN CITY, MS",GULF WINDS,1171.975
"MOBILE, AL","CALHOUN CITY, MS",NFI INDUSTRIES,1191.4
"MOBILE, AL","CALHOUN CITY, MS",CONTAINERPORT GROUP,1240.61
"MOBILE, AL","CALHOUN CITY, MS",TCW,1323.49
"MOBILE, AL","CALHOUN CITY, MS",MEDLOG,1489.25
"MOBILE, AL","MILTON, FL",MAERSK HUDD TRANSPORTATION,340.585
"MOBILE, AL","MILTON, FL",CONTAINERPORT GROUP,394.975
"MOBILE, AL","MILTON, FL",MEDLOG,420.875
"MOBILE, AL","MILTON, FL",NFI INDUSTRIES,420.875
"MOBILE, AL","MILTON, FL",GULF WINDS,453.25
"MOBILE, AL","MILTON, FL",AVENUE LOGISTICS,492.1
"MOBILE, AL","MILTON, FL",TCW,533.54
"MOBILE, AL","MILTON, FL",Easy Haul Intermodal--Mobile,597.8354006
"MOBILE, AL","NEW ORLEANS, LA",MAERSK HUDD TRANSPORTATION,603.47
"MOBILE, AL","NEW ORLEANS, LA",CONTAINERPORT GROUP,625.485
"MOBILE, AL","NEW ORLEANS, LA",GULF WINDS,647.5
"MOBILE, AL","NEW ORLEANS, LA",MEDLOG,666.925
"MOBILE, AL","NEW ORLEANS, LA",NFI INDUSTRIES,699.3
"MOBILE, AL","NEW ORLEANS, LA",AVENUE LOGISTICS,744.625
"MOBILE, AL","NEW ORLEANS, LA",Easy Haul Intermodal--Mobile,753.3257813
"MOBILE, AL","NEW ORLEANS, LA",SOUTHERN INTERMODAL XPRESS LLC,809.375
"MOBILE, AL","NEW ORLEANS, LA",TCW,813.26
"MOBILE, AL","THEODORE,  AL",MAERSK HUDD TRANSPORTATION,239.575
"MOBILE, AL","THEODORE,  AL",CONTAINERPORT GROUP,251.23
"MOBILE, AL","THEODORE,  AL",GULF WINDS,284.9
"MOBILE, AL","THEODORE,  AL",MEDLOG,291.375
"MOBILE, AL","THEODORE,  AL",AVENUE LOGISTICS,297.85
"MOBILE, AL","THEODORE,  AL",NFI INDUSTRIES,323.75
"MOBILE, AL","THEODORE,  AL",Easy Haul Intermodal--Mobile,354.50625
"MOBILE, AL","THEODORE,  AL",SOUTHERN INTERMODAL XPRESS LLC,382.025
"MOBILE, AL","THEODORE,  AL",TCW,407.925
"MOBILE, AL","MOODY, AL, USA",Easy Haul Intermodal--Mobile,1030.037604
"MOBILE, AL","MOODY, AL, USA",MAERSK HUDD TRANSPORTATION,1095.57
"MOBILE, AL","MOODY, AL, USA",GULF WINDS,1113.7
"MOBILE, AL","MOODY, AL, USA",NFI INDUSTRIES,1139.6
"MOBILE, AL","MOODY, AL, USA",CONTAINERPORT GROUP,1149.96
"MOBILE, AL","MOODY, AL, USA",AVENUE LOGISTICS,1152.55
"MOBILE, AL","MOODY, AL, USA",SOUTHERN INTERMODAL XPRESS LLC,1197.875
"MOBILE, AL","MOODY, AL, USA",TCW,1210.825
"MOBILE, AL","MOODY, AL, USA",MEDLOG,1249.675
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA","GENESIS INTERMODAL SERVICES, LLC",321.975
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",MEDLOG (C&K),337.875
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",ContainerPort Group,345.825
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",ARL,357.75
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",Cargomatic,377.625
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",VETERANS EXPRESS,384.25
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",P.B Industries,386.9
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",ROADONE,389.55
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",Eastern Drayage,434.6
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",FORREST LOGISTICS,457.125
"Atlanta, GA - CSX & BNSF","ALPHARETTA, GA",LIGHTNING TRANSPORTATION INC,470.375
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",ARL,993.75
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",FORREST LOGISTICS,1000.375
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",ContainerPort Group,1040.125
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",P.B Industries,1097.1
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN","GENESIS INTERMODAL SERVICES, LLC",1107.7
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",Cargomatic,1115.65
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",VETERANS EXPRESS,1146.125
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",MEDLOG (C&K),1159.375
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",Eastern Drayage,1183.225
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",LIGHTNING TRANSPORTATION INC,1232.25
"Atlanta, GA - CSX & BNSF","ANDERSONVILLE, TN",ROADONE,1325
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",Cargomatic,255.725
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",ContainerPort Group,255.725
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",ARL,271.625
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",MEDLOG (C&K),278.25
"Atlanta, GA - CSX & BNSF","ATLANTA, GA","GENESIS INTERMODAL SERVICES, LLC",282.225
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",ROADONE,284.875
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",FORREST LOGISTICS,311.375
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",P.B Industries,316.675
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",VETERANS EXPRESS,364.375
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",Eastern Drayage,371
"Atlanta, GA - CSX & BNSF","ATLANTA, GA",LIGHTNING TRANSPORTATION INC,430.625
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",Cargomatic,255.725
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",ContainerPort Group,268.975
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",MEDLOG (C&K),278.25
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",ARL,284.875
"Atlanta, GA - CSX & BNSF","AUSTELL, GA","GENESIS INTERMODAL SERVICES, LLC",288.85
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",P.B Industries,294.15
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",ROADONE,312.7
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",FORREST LOGISTICS,331.25
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",LIGHTNING TRANSPORTATION INC,344.5
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",VETERANS EXPRESS,364.375
"Atlanta, GA - CSX & BNSF","AUSTELL, GA",Eastern Drayage,384.25
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",Eastern Drayage,548.55
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",ContainerPort Group,630.7
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",ROADONE,637.325
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",ARL,642.625
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",Cargomatic,700.925
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL","GENESIS INTERMODAL SERVICES, LLC",708.875
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",P.B Industries,723.45
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",MEDLOG (C&K),728.75
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",LIGHTNING TRANSPORTATION INC,761.875
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",VETERANS EXPRESS,775.125
"Atlanta, GA - CSX & BNSF","BIRMINGHAM, AL",FORREST LOGISTICS,914.25
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",LIGHTNING TRANSPORTATION INC,636
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",ContainerPort Group,846.675
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC","GENESIS INTERMODAL SERVICES, LLC",878.475
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",ARL,894.375
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",P.B Industries,894.375
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",ROADONE,902.325
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",Cargomatic,927.5
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",MEDLOG (C&K),927.5
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",FORREST LOGISTICS,947.375
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",VETERANS EXPRESS,973.875
"Atlanta, GA - CSX & BNSF","BOILING SPRINGS, BARNWELL, SC",Eastern Drayage,985.8
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",ContainerPort Group,409.425
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",P.B Industries,417.375
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",ARL,424
"Atlanta, GA - CSX & BNSF","BRASELTON, GA","GENESIS INTERMODAL SERVICES, LLC",434.6
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",Cargomatic,450.5
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",MEDLOG (C&K),457.125
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",Eastern Drayage,462.425
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",ROADONE,506.15
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",LIGHTNING TRANSPORTATION INC,510.125
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",VETERANS EXPRESS,530
"Atlanta, GA - CSX & BNSF","BRASELTON, GA",FORREST LOGISTICS,583
"Atlanta, GA - CSX & BNSF","BUFORD, GA",ROADONE,323.3
"Atlanta, GA - CSX & BNSF","BUFORD, GA",ARL,364.375
"Atlanta, GA - CSX & BNSF","BUFORD, GA",P.B Industries,386.9
"Atlanta, GA - CSX & BNSF","BUFORD, GA",ContainerPort Group,394.85
"Atlanta, GA - CSX & BNSF","BUFORD, GA",Cargomatic,404.125
"Atlanta, GA - CSX & BNSF","BUFORD, GA","GENESIS INTERMODAL SERVICES, LLC",409.425
"Atlanta, GA - CSX & BNSF","BUFORD, GA",MEDLOG (C&K),417.375
"Atlanta, GA - CSX & BNSF","BUFORD, GA",Eastern Drayage,425.325
"Atlanta, GA - CSX & BNSF","BUFORD, GA",LIGHTNING TRANSPORTATION INC,477
"Atlanta, GA - CSX & BNSF","BUFORD, GA",VETERANS EXPRESS,477
"Atlanta, GA - CSX & BNSF","BUFORD, GA",FORREST LOGISTICS,576.375
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",ContainerPort Group,426.65
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",Cargomatic,430.625
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",ARL,470.375
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",P.B Industries,483.625
"Atlanta, GA - CSX & BNSF","CALHOUN, GA","GENESIS INTERMODAL SERVICES, LLC",492.9
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",MEDLOG (C&K),496.875
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",ROADONE,506.15
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",LIGHTNING TRANSPORTATION INC,543.25
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",VETERANS EXPRESS,549.875
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",Eastern Drayage,614.8
"Atlanta, GA - CSX & BNSF","CALHOUN, GA",FORREST LOGISTICS,636
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",Cargomatic,589.625
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",ROADONE,589.625
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",ARL,609.5
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",ContainerPort Group,621.425
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",P.B Industries,665.15
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN","GENESIS INTERMODAL SERVICES, LLC",675.75
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",MEDLOG (C&K),689
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",VETERANS EXPRESS,695.625
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",LIGHTNING TRANSPORTATION INC,722.125
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",Eastern Drayage,832.1
"Atlanta, GA - CSX & BNSF","CHATTANOOGA, TN",FORREST LOGISTICS,841.375
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",ARL,284.875
"Atlanta, GA - CSX & BNSF","CONYERS,GA.","GENESIS INTERMODAL SERVICES, LLC",311.375
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",MEDLOG (C&K),311.375
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",ContainerPort Group,333.9
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",Cargomatic,343.175
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",P.B Industries,344.5
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",ROADONE,349.8
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",Eastern Drayage,384.25
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",VETERANS EXPRESS,384.25
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",LIGHTNING TRANSPORTATION INC,404.125
"Atlanta, GA - CSX & BNSF","CONYERS,GA.",FORREST LOGISTICS,496.875
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",ContainerPort Group,930.15
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",FORREST LOGISTICS,947.375
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",ROADONE,997.725
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",P.B Industries,1000.375
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE","GENESIS INTERMODAL SERVICES, LLC",1029.525
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",Cargomatic,1036.15
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",Eastern Drayage,1042.775
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",MEDLOG (C&K),1060
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",VETERANS EXPRESS,1079.875
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",ARL,1126.25
"Atlanta, GA - CSX & BNSF","COOKEVILLE,TENNESSEE",LIGHTNING TRANSPORTATION INC,1126.25
"Atlanta, GA - CSX & BNSF","CUMMING, GA",ARL,384.25
"Atlanta, GA - CSX & BNSF","CUMMING, GA",P.B Industries,384.25
"Atlanta, GA - CSX & BNSF","CUMMING, GA",ContainerPort Group,386.9
"Atlanta, GA - CSX & BNSF","CUMMING, GA","GENESIS INTERMODAL SERVICES, LLC",413.4
"Atlanta, GA - CSX & BNSF","CUMMING, GA",Cargomatic,424
"Atlanta, GA - CSX & BNSF","CUMMING, GA",Eastern Drayage,447.85
"Atlanta, GA - CSX & BNSF","CUMMING, GA",MEDLOG (C&K),457.125
"Atlanta, GA - CSX & BNSF","CUMMING, GA",VETERANS EXPRESS,503.5
"Atlanta, GA - CSX & BNSF","CUMMING, GA",ROADONE,506.15
"Atlanta, GA - CSX & BNSF","CUMMING, GA",LIGHTNING TRANSPORTATION INC,523.375
"Atlanta, GA - CSX & BNSF","CUMMING, GA",FORREST LOGISTICS,583
"Atlanta, GA - CSX & BNSF",DALTON,ROADONE,462.425
"Atlanta, GA - CSX & BNSF",DALTON,ContainerPort Group,494.225
"Atlanta, GA - CSX & BNSF",DALTON,ARL,503.5
"Atlanta, GA - CSX & BNSF",DALTON,Cargomatic,549.875
"Atlanta, GA - CSX & BNSF",DALTON,"GENESIS INTERMODAL SERVICES, LLC",559.15
"Atlanta, GA - CSX & BNSF",DALTON,MEDLOG (C&K),576.375
"Atlanta, GA - CSX & BNSF",DALTON,P.B Industries,585.65
"Atlanta, GA - CSX & BNSF",DALTON,VETERANS EXPRESS,596.25
"Atlanta, GA - CSX & BNSF",DALTON,LIGHTNING TRANSPORTATION INC,616.125
"Atlanta, GA - CSX & BNSF",DALTON,Eastern Drayage,678.4
"Atlanta, GA - CSX & BNSF",DALTON,FORREST LOGISTICS,742
"Atlanta, GA - CSX & BNSF","DALTON, GA",ROADONE,462.425
